return_id,order_id,return_date,return_reason,return_category,refund_amount,return_status,condition_after_return
R000335,O002343,2025-09-18,Wrong Product,Product Issue,1132.24,Approved,Good
R000336,O002361,2025-11-20,Changed Mind,Customer Preference,598.68,Approved,Opened
R000337,O002375,2026-01-03,Damaged Product,Product Issue,1390.5,Approved,Opened
R000338,O002376,2026-03-16,Not as Expected,Customer Preference,2787.01,Approved,Good
R000339,O002377,2025-10-19,Damaged Product ,Product Issue,1544.59,Approved,Good
R000340,O002393,2026-07-20,Wrong Product,Product Issue,1401.38,Approved,Opened
R000341,O002394,2026-08-10,Wrong Size,Customer Preference,539.92,Approved,Opened
R000342,O002403,2026-05-19,Changed Mind,Customer Preference,1345.94,Approved,Good
R000343,O002404,2026-07-11,Late Delivery,Customer Preference,1498.55,Approved,Opened
R000344,O002407,2026-07-01,Product Quality Issue,Product Issue,1804.76,Approved,Damaged
R000345,O002410,2026-07-16,Product Quality Issue,Product Issue,1074.61,Rejected,Damaged
R000346,O002411,2026-07-23,Not as Expected,Customer Preference,1785.86,Approved,Opened
R000347,O002415,2026-08-16,Not as Expected,Customer Preference,490.18,Approved,Good
R000348,O002419,2025-12-31,Changed Mind,Customer Preference,441.08,Approved,Damaged
R000349,O002421,2025-12-07,Not as Expected,Customer Preference,2584.77,Approved,Damaged
R000350,O002431,2026-05-21,Product Quality Issue,Product Issue,2339.72,Approved,Opened
R000351,O002447,2026-01-13,Wrong Size,Customer Preference,1481.52,Approved,Damaged
R000352,O002448,2026-04-13,Wrong Size,Customer Preference,1279.58,Approved,Good
R000353,O002453,2026-04-20,Late Delivery,Customer Preference,1237.79,Approved,Damaged
R000354,O002470,2026-02-22,Wrong Size,Customer Preference,1267.84,Approved,Good
R000355,O002477,2025-09-11,Wrong Product,Product Issue,189.29,Approved,Good
R000356,O002479,2025-09-16,Missing Accessories,Product Issue,4294.02,Approved,Good
R000357,O002483,2026-08-11,Late Delivery,Customer Preference,1817.4,Approved,Good
R000358,O002490,2026-06-15,Missing Accessories,Product Issue,1474.88,Approved,Damaged
R000359,O002492,2026-06-11,Product Quality Issue,Product Issue,1742.31,Rejected,Damaged
R000360,O002494,2026-05-08,Wrong Size,Customer Preference,2286.35,Approved,Opened
R000361,O002537,2026-06-07,Wrong Product,Product Issue,120.43,Approved,Good
R000362,O002540,2025-11-24,Wrong Size,Customer Preference,1157.27,Approved,Good
R000363,O002543,2026-07-28,Changed Mind,Customer Preference,537.69,Approved,Damaged
R000364,O002549,2026-01-06,Damaged Product,Product Issue,1661.93,Approved,Damaged
R000365,O002551,2025-10-19,Not as Expected,Customer Preference,1182.59,Approved,Opened
R000366,O002564,2026-03-14,Damaged Product,Product Issue,863.62,Rejected,Good
R000367,O002566,2025-09-23,Damaged Product,Product Issue,3476.33,Approved,Damaged
R000368,O002568,2026-02-02,Missing Accessories,Product Issue,188.37,Approved,Damaged
R000369,O002569,2026-04-29,Not as Expected,Customer Preference,766.25,Approved,Opened
R000370,O002571,2026-02-05,Missing Accessories,Product Issue,1872.15,Approved,Damaged
R000371,O002573,2026-07-19,Changed Mind,Customer Preference,1973.27,Approved,Good
R000372,O002584,2025-11-06,Product Quality Issue,Product Issue,1261.99,Approved,Opened
R000373,O002585,2025-11-05,Wrong Size,Customer Preference,1355.81,Approved,Good
R000374,O002593,2025-09-13,Wrong Size,Customer Preference,2107.91,Approved,Good
R000375,O002594,2025-11-18,Wrong Size,Customer Preference,3950.7,Approved,Opened
R000376,O002598,2026-08-10,Not as Expected,Customer Preference,2182.48,Approved,Opened
R000377,O002602,2025-09-06,Product Quality Issue,Product Issue,761.01,Approved,Opened
R000378,O002607,2025-12-01,Product Quality Issue,Product Issue,2261.67,Approved,Damaged
R000379,O002608,2026-05-10,Wrong Product,Product Issue,522.82,Approved,Opened
R000380,O002611,2026-04-30,Missing Accessories,Product Issue,5032.9,Approved,Good
R000381,O002616,2025-09-12,Not as Expected,Customer Preference,392.27,Approved,Opened
R000382,O002623,2026-03-10,Damaged Product,Product Issue,1228.09,Approved,Damaged
R000383,O002625,2026-02-15,Not as Expected,Customer Preference,1112.19,Approved,Damaged
R000384,O002631,2025-10-01,Missing Accessories,Product Issue,592.36,Approved,Good
R000385,O002636,2025-09-24,Wrong Size,Customer Preference,1148.86,Approved,Good
R000386,O002658,2026-05-06,Changed Mind,Customer Preference,1284.3,Approved,Opened
R000387,O002666,2026-08-11,Missing Accessories,Product Issue,1485.35,Approved,Damaged
R000388,O002672,2025-08-28,Wrong Size,Customer Preference,977.25,Approved,Damaged
R000389,O002682,2026-03-26,Product Quality Issue,Product Issue,1100.81,Approved,Good
R000390,O002683,2025-11-12,Not as Expected,Customer Preference,986.26,Approved,Good
R000391,O002686,2026-05-20,Wrong Product,Product Issue,193.32,Rejected,Opened
R000392,O002689,2025-10-02,Wrong Size,Customer Preference,936.69,Approved,Opened
R000393,O002693,2026-03-09,Wrong Size,Customer Preference,1731.27,Approved,Opened
R000394,O002698,2025-08-23,Changed Mind,Customer Preference,3684.34,Approved,Damaged
R000395,O002703,2025-08-23,Late Delivery,Customer Preference,1526.04,Approved,Opened
R000396,O002704,2025-11-02,Damaged Product,Product Issue,2440.54,Approved,Opened
R000397,O002706,2025-09-19,Wrong Product,Product Issue,1655.74,Approved,Opened
R000398,O002712,2025-12-19,Missing Accessories,Product Issue,732.8,Approved,Good
R000399,O002716,2026-08-11,Missing Accessories,Product Issue,1358.66,Rejected,Good
R000400,O002736,2025-10-23,Damaged Product,Product Issue,579.41,Approved,Good
R000401,O002741,2026-07-10,Product Quality Issue,Product Issue,1507.28,Rejected,Opened
R000402,O002753,2025-09-15,Missing Accessories,Product Issue,351.43,Approved,Damaged
R000403,O002756,2026-06-25,Product Quality Issue,Product Issue,1112.09,Approved,Opened
R000404,O002760,2026-05-23,Product Quality Issue,Product Issue,1796.72,Approved,Opened
R000405,O002770,2026-03-04,Wrong Size,Customer Preference,1998.0,Approved,Opened
R000406,O002777,2025-12-24,Wrong Size,Customer Preference,3410.99,Approved,Damaged
R000407,O002779,2026-02-28,Wrong Size,Customer Preference,1420.08,Approved,Opened
R000408,O002782,2025-11-04,Product Quality Issue,Product Issue,1845.57,Approved,Opened
R000409,O002805,2026-06-25,Changed Mind,Customer Preference,2194.1,Approved,Opened
R000410,O002808,2026-07-04,Product Quality Issue,Product Issue,2432.42,Approved,Good
R000411,O002810,2026-07-17,Not as Expected,Customer Preference,432.5,Approved,Good
R000412,O002811,2026-04-01,Late Delivery,Customer Preference,3014.04,Approved,Opened
R000413,O002815,2026-08-18,Damaged Product,Product Issue,911.68,Approved,Opened
R000414,O002827,2025-12-07,Wrong Product,Product Issue,194.77,Approved,Damaged
R000415,O002841,2025-11-06,Changed Mind,Customer Preference,1033.9,Approved,Good
R000416,O002843,2026-03-07,Changed Mind,Customer Preference,3318.51,Approved,Good
R000417,O002863,2026-06-18,Missing Accessories,Product Issue,1202.98,Approved,Good
R000418,O002874,2025-08-19,Changed Mind,Customer Preference,700.54,Approved,Damaged
R000419,O002893,2026-02-05,Not as Expected,Customer Preference,889.43,Approved,Opened
R000420,O002900,2026-05-08,Wrong Size,Customer Preference,1316.71,Approved,Good
R000421,O002909,2026-07-09,Changed Mind,Customer Preference,328.18,Approved,Opened
R000422,O002910,2026-05-01,Not as Expected,Customer Preference,2240.69,Approved,Damaged
R000423,O002912,2026-08-18,Wrong Product,Product Issue,6457.57,Approved,Opened
R000424,O002916,2025-11-02,Changed Mind,Customer Preference,2777.74,Approved,Opened
R000425,O002925,2026-04-14,Not as Expected,Customer Preference,1819.4,Approved,Damaged
R000426,O002929,2026-03-14,Wrong Size,Customer Preference,2927.75,Approved,Damaged
R000427,O002937,2026-05-22,Wrong Size,Customer Preference,1532.57,Approved,Opened
R000428,O002946,2025-10-22,Missing Accessories,Product Issue,1473.35,Approved,Opened
R000429,O002948,2025-11-23,Missing Accessories,Product Issue,1945.8,Approved,Opened
R000430,O002957,2025-09-22,Wrong Product,Product Issue,2166.63,Approved,Opened
R000431,O002978,2026-05-23,Wrong Product,Product Issue,967.17,Approved,Opened
R000432,O002980,2026-05-10,Wrong Size,Customer Preference,544.85,Approved,Damaged
R000433,O002993,2025-09-03,Changed Mind,Customer Preference,2890.52,Approved,Good
R000434,O002995,2026-04-02,Changed Mind,Customer Preference,913.88,Approved,Damaged
R000435,O003008,2025-08-23,Late Delivery,Customer Preference,478.59,Approved,Opened
R000436,O003009,2026-01-19,Late Delivery,Customer Preference,2133.27,Approved,Opened
R000437,O003014,2025-12-24,Missing Accessories,Product Issue,636.19,Approved,Opened
R000438,O003018,2026-07-29,Not as Expected,Customer Preference,3334.4,Approved,Good
R000439,O003021,2025-10-19,Not as Expected,Customer Preference,1241.7,Approved,Damaged
R000440,O003022,2025-10-03,Damaged Product,Product Issue,1139.16,Approved,Opened
R000441,O003059,2026-07-11,Not as Expected,Customer Preference,638.49,Approved,Good
R000442,O003061,2026-04-26,Damaged Product,Product Issue,595.02,Approved,Damaged
R000443,O003069,2026-05-22,Product Quality Issue,Product Issue,1570.25,Approved,Good
R000444,O003082,2026-02-28,Changed Mind,Customer Preference,3209.12,Approved,Good
R000445,O003087,2025-12-15,Changed Mind,Customer Preference,314.84,Approved,Damaged
R000446,O003092,2025-08-29,Damaged Product,Product Issue,756.25,Approved,Opened
R000447,O003096,2026-07-10,Missing Accessories,Product Issue,3402.67,Approved,Good
R000448,O003111,2026-05-16,Damaged Product,Product Issue,1637.28,Rejected,Good
R000449,O003119,2026-05-21,Wrong Product,Product Issue,963.86,Approved,Damaged
R000450,O003131,2025-12-09,Wrong Product,Product Issue,562.16,Approved,Damaged
R000451,O003134,2026-03-04,Not as Expected,Customer Preference,1182.3,Approved,Good
R000452,O003135,2026-05-05,Missing Accessories,Product Issue,1613.9,Approved,Opened
R000453,O003144,2026-03-15,Changed Mind,Customer Preference,256.44,Approved,Opened
R000454,O003145,2025-12-13,Product Quality Issue,Product Issue,1186.15,Approved,Good
R000455,O003153,2026-04-04,Late Delivery,Customer Preference,1200.47,Approved,Damaged
R000456,O003162,2026-02-17,Not as Expected,Customer Preference,2185.65,Rejected,Damaged
R000457,O003163,2026-07-21,Damaged Product,Product Issue,528.95,Approved,Good
R000458,O003166,2026-07-31,Changed Mind,Customer Preference,330.23,Approved,Damaged
R000459,O003171,2025-12-13,Wrong Product,Product Issue,5234.0,Rejected,Damaged
R000460,O003183,2026-02-28,Wrong Product,Product Issue,2138.18,Approved,Good
R000461,O003191,2026-01-03,Changed Mind,Customer Preference,440.34,Rejected,Damaged
R000462,O003204,2025-08-19,Product Quality Issue,Product Issue,1575.08,Approved,Damaged
R000463,O003216,2026-06-09,Damaged Product,Product Issue,1109.32,Approved,Good
R000464,O003221,2025-12-24,Missing Accessories,Product Issue,1105.08,Approved,Good
R000465,O003226,2025-10-08,Not as Expected,Customer Preference,773.26,Approved,Opened
R000466,O003233,2026-01-26,Changed Mind,Customer Preference,187.14,Approved,Opened
R000467,O003254,2026-03-07,Not as Expected,Customer Preference,8480.66,Approved,Damaged
R000468,O003258,2026-02-17,Not as Expected,Customer Preference,1275.42,Approved,Good
R000469,O003266,2026-04-07,Late Delivery,Customer Preference,300.57,Approved,Opened
R000470,O003279,2026-03-20,Not as Expected,Customer Preference,1923.41,Approved,Damaged
R000471,O003289,2025-11-30,Missing Accessories,Product Issue,4239.37,Approved,Damaged
R000472,O003295,2026-02-10,Late Delivery,Customer Preference,1656.66,Approved,Damaged
R000473,O003296,2026-02-17,Wrong Size,Customer Preference,1781.95,Approved,Damaged
R000474,O003306,2025-09-02,Changed Mind,Customer Preference,1592.27,Approved,Opened
R000475,O003308,2026-07-24,Wrong Product,Product Issue,197.22,Approved,Damaged
R000476,O003312,2026-02-15,Missing Accessories,Product Issue,2070.62,Approved,Good
R000477,O003318,2026-05-27,Damaged Product,Product Issue,1696.59,Approved,Good
R000478,O003319,2026-04-30,Wrong Size,Customer Preference,595.36,Approved,Opened
R000479,O003321,2026-06-15,Not as Expected,Customer Preference,1776.38,Approved,Damaged
R000480,O003322,2026-03-04,Damaged Product,Product Issue,1022.48,Approved,Good
R000481,O003335,2025-12-28,Missing Accessories,Product Issue,1369.55,Approved,Good
R000482,O003340,2026-06-30,Not as Expected,Customer Preference,1815.21,Approved,Good
R000483,O003344,2026-06-04,Damaged Product,Product Issue,797.6,Approved,Good
R000484,O003352,2026-04-07,Missing Accessories,Product Issue,470.08,Approved,Opened
R000485,O003354,2026-01-02,Not as Expected,Customer Preference,1380.4,Rejected,Damaged
R000486,O003363,2026-01-16,Damaged Product,Product Issue,1937.39,Approved,Good
R000487,O003366,2025-08-27,Changed Mind,Customer Preference,677.09,Approved,Good
R000488,O003371,2026-01-09,Wrong Size,Customer Preference,1554.15,Approved,Good
R000489,O003406,2026-07-30,Missing Accessories,Product Issue,1414.5,Approved,Good
R000490,O003411,2026-08-02,Late Delivery,Customer Preference,1562.45,Approved,Good
R000491,O003417,2026-07-04,Wrong Size,Customer Preference,2600.91,Approved,Opened
R000492,O003421,2026-02-14,Changed Mind,Customer Preference,3922.1,Approved,Opened
R000493,O003423,2025-11-28,Wrong Product,Product Issue,4197.57,Approved,Opened
R000494,O003454,2025-08-27,Changed Mind,Customer Preference,987.21,Approved,Damaged
R000495,O003455,2025-12-29,Damaged Product,Product Issue,1191.19,Approved,Good
R000496,O003463,2026-05-08,Changed Mind,Customer Preference,1485.92,Approved,Good
R000497,O003464,2026-08-22,Wrong Size,Customer Preference,1145.38,Approved,Opened
R000498,O003467,2026-02-14,Not as Expected,Customer Preference,1240.77,Approved,Opened
R000499,O003470,2026-04-05,Damaged Product,Product Issue,1231.1,Approved,Good
R000500,O003479,2026-04-14,Late Delivery,Customer Preference,1928.02,Approved,Opened
R000501,O003481,2026-02-08,Late Delivery,Customer Preference,543.73,Approved,Damaged
R000502,O003484,2025-12-23,Missing Accessories,Product Issue,849.59,Approved,Good
R000503,O003487,2026-06-28,Changed Mind,Customer Preference,1497.65,Approved,Good
R000504,O003488,2026-07-22,Changed Mind,Customer Preference,565.23,Approved,Good
R000505,O003491,2026-01-05,Wrong Size,Customer Preference,1343.8,Approved,Damaged
R000506,O003493,2026-01-05,Wrong Size,Customer Preference,390.6,Approved,Good
R000507,O003496,2026-07-26,Wrong Product,Product Issue,915.98,Approved,Good
R000508,O003499,2025-12-03,Damaged Product,Product Issue,802.91,Approved,Opened
R000509,O003508,2026-04-15,Wrong Size,Customer Preference,1621.36,Approved,Damaged
R000510,O003515,2025-12-14,Missing Accessories,Product Issue,1211.29,Approved,Opened
R000511,O003518,2025-10-07,Product Quality Issue,Product Issue,2178.2,Approved,Opened
R000512,O003519,2026-02-05,Missing Accessories,Product Issue,779.87,Approved,Damaged
R000513,O003530,2026-01-04,Wrong Product,Product Issue,1134.47,Approved,Opened
R000514,O003533,2025-12-12,Changed Mind,Customer Preference,1441.27,Approved,Opened
R000515,O003542,2026-06-23,Wrong Product,Product Issue,1854.2,Approved,Opened
R000516,O003555,2026-07-19,Product Quality Issue,Product Issue,4867.99,Approved,Opened
R000517,O003558,2026-05-02,Missing Accessories,Product Issue,1958.58,Approved,Opened
R000518,O003568,2026-01-07,Late Delivery,Customer Preference,345.48,Approved,Good
R000519,O003577,2025-10-07,Wrong Product,Product Issue,3332.46,Approved,Opened
R000520,O003580,2026-01-21,Wrong Size,Customer Preference,1109.44,Approved,Good
R000521,O003584,2026-03-09,Missing Accessories,Product Issue,1166.39,Approved,Damaged
R000522,O003608,2026-07-06,Damaged Product,Product Issue,1613.74,Rejected,Opened
R000523,O003611,2026-07-07,Changed Mind,Customer Preference,2065.01,Approved,Damaged
R000524,O003613,2025-12-12,Damaged Product,Product Issue,1087.61,Rejected,Opened
R000525,O003618,2025-10-25,Wrong Size,Customer Preference,1239.71,Approved,Opened
R000526,O003627,2025-10-13,Wrong Product,Product Issue,1732.47,Approved,Good
R000527,O003637,2026-06-23,Damaged Product,Product Issue,2012.46,Approved,Good
R000528,O003642,2025-11-21,Wrong Product,Product Issue,631.32,Approved,Opened
R000529,O003648,2026-03-08,Missing Accessories,Product Issue,3347.89,Approved,Opened
R000530,O003650,2026-01-02,Wrong Product,Product Issue,769.02,Rejected,Good
R000531,O003652,2026-03-14,Late Delivery,Customer Preference,493.26,Approved,Good
R000532,O003655,2026-08-02,Missing Accessories,Product Issue,624.4,Approved,Damaged
R000533,O003674,2026-01-09,Not as Expected,Customer Preference,2488.55,Approved,Good
R000534,O003685,2025-09-09,Late Delivery,Customer Preference,1507.35,Approved,Good
R000535,O003688,2026-04-26,Wrong Product,Product Issue,1998.69,Approved,Good
R000536,O003699,2026-06-21,Not as Expected,Customer Preference,505.65,Rejected,Opened
R000537,O003719,2026-05-01,Late Delivery,Customer Preference,1125.9,Approved,Damaged
R000538,O003730,2025-11-16,Damaged Product,Product Issue,2500.6,Approved,Damaged
R000539,O003736,2025-12-26,Not as Expected,Customer Preference,672.69,Approved,Opened
R000540,O003739,2026-08-04,Late Delivery,Customer Preference,1456.34,Approved,Opened
R000541,O003740,2026-04-21,Product Quality Issue,Product Issue,3757.29,Approved,Opened
R000542,O003742,2026-06-25,Product Quality Issue,Product Issue,494.77,Rejected,Good
R000543,O003748,2026-02-11,Missing Accessories,Product Issue,2190.35,Approved,Damaged
